selfUrl,id,createdDate,fixVersions,affectedVersions
https://issues.apache.org/jira/rest/api/2/issue/12633067,12633067,2013-02-19,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12632301,12632301,2013-02-13,"[2.2.2, 2.3.0]","[2.2.2, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12631234,12631234,2013-02-07,"[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]","[2.2.0, 2.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12630095,12630095,2013-01-31,[2.3.0],"[2.1.1, 2.2.0, 2.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12628822,12628822,2013-01-22,"[2.0.2, 2.1.2, 2.2.2, 2.2.1.1, 2.3.0]",[2.3.0]
https://issues.apache.org/jira/rest/api/2/issue/12628714,12628714,2013-01-22,[2.3.0],[2.3.0]
https://issues.apache.org/jira/rest/api/2/issue/12627027,12627027,2013-01-10,"[2.1.2, 2.2.2, 2.2.1.1, 2.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12626461,12626461,2013-01-08,"[2.1.2, 2.2.2, 2.2.1.1, 2.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12626144,12626144,2013-01-05,"[2.2.1.1, 2.2.3, 2.3.0]",[2.1.1]
https://issues.apache.org/jira/rest/api/2/issue/12623454,12623454,2012-12-11,[],"[2.1.0, 2.1.1, 2.2.0]"
https://issues.apache.org/jira/rest/api/2/issue/12623452,12623452,2012-12-11,[],[]
https://issues.apache.org/jira/rest/api/2/issue/12623450,12623450,2012-12-11,[],[]
https://issues.apache.org/jira/rest/api/2/issue/12623423,12623423,2012-12-11,"[2.1.2, 2.2.2, 2.2.1.1, 2.3.0]",[2.2.1.1]
https://issues.apache.org/jira/rest/api/2/issue/12617576,12617576,2012-11-26,[3.0.0],[2.2.1]
https://issues.apache.org/jira/rest/api/2/issue/12616445,12616445,2012-11-16,"[2.2.2, 2.2.1.1, 2.3.0]","[2.2.0, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12614256,12614256,2012-10-31,"[2.0.2, 2.1.2, 2.2.2, 2.2.1.1, 2.3.0]","[2.0.1, 2.1.1, 2.2.0, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12613904,12613904,2012-10-29,"[2.1.2, 2.2.2, 2.2.1.1, 2.3.0]","[2.1.1, 2.2.0]"
https://issues.apache.org/jira/rest/api/2/issue/12613873,12613873,2012-10-29,[2.4.0],[2.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12613632,12613632,2012-10-26,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]",[2.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12613539,12613539,2012-10-25,"[2.0.2, 2.1.2, 2.2.2, 2.2.1.1, 2.3.0]","[2.0.1, 2.2.1, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12613027,12613027,2012-10-22,[2.3.0],[2.3.0]
https://issues.apache.org/jira/rest/api/2/issue/12609885,12609885,2012-10-02,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12609437,12609437,2012-09-27,[2.3.0],"[2.2.0, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12609165,12609165,2012-09-26,[2.3.0],"[2.2.0, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12606907,12606907,2012-09-10,"[2.1.2, 2.2.1, 2.3.0]","[2.1.0, 2.1.1, 2.2.0]"
https://issues.apache.org/jira/rest/api/2/issue/12606896,12606896,2012-09-10,"[2.1.2, 2.2.1, 2.3.0]","[2.1.0, 2.1.1, 2.2.0]"
https://issues.apache.org/jira/rest/api/2/issue/12605972,12605972,2012-09-03,"[2.1.2, 2.2.2, 2.2.1.1, 2.3.0]",[2.1.2]
https://issues.apache.org/jira/rest/api/2/issue/12605631,12605631,2012-08-31,[2.3.0],[2.1.1]
