selfUrl,id,createdDate,fixVersions,affectedVersions
https://issues.apache.org/jira/rest/api/2/issue/12617796,12617796,2012-11-27,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617768,12617768,2012-11-27,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617764,12617764,2012-11-27,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617763,12617763,2012-11-27,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617762,12617762,2012-11-27,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617455,12617455,2012-11-23,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617105,12617105,2012-11-21,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617080,12617080,2012-11-21,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616725,12616725,2012-11-19,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616714,12616714,2012-11-19,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616713,12616713,2012-11-19,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616712,12616712,2012-11-19,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616711,12616711,2012-11-19,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616710,12616710,2012-11-19,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12616022,12616022,2012-11-14,[4.2.0],[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12615640,12615640,2012-11-11,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12614963,12614963,2012-11-06,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12614909,12614909,2012-11-06,[4.2.0],[4.1.0]
https://issues.apache.org/jira/rest/api/2/issue/12614574,12614574,2012-11-02,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12613984,12613984,2012-10-30,"[4.2.0, 4.1.1]",[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12613860,12613860,2012-10-29,"[4.2.2, 4.3.0]",[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12613433,12613433,2012-10-25,[4.2.0],"[4.1.0, 4.2.0]"
