Project,Run,Classifier,Sampling,FeatureSelection,ReleaseIndex,Precision,Recall,F-Measure,AUC,Kappa,NPofB20,SelectedFeatures
BOOKKEEPER,9,RandomForest,NoSampling,InfoGain,3,0.7600,0.0121,0.0239,0.6457,0.0147,0.1161,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,9,RandomForest,NoSampling,InfoGain,4,0.2653,0.1081,0.1536,0.6358,0.1065,0.2453,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,9,RandomForest,SMOTE,NoSelection,2,0.3168,0.1893,0.2370,0.7521,0.1989,0.2899,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,9,RandomForest,SMOTE,NoSelection,3,0.5169,0.0682,0.1206,0.6030,0.0551,0.1180,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,9,RandomForest,SMOTE,NoSelection,4,0.1304,0.1871,0.1537,0.5939,0.0519,0.3077,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,9,RandomForest,SMOTE,BestFirst,2,0.1307,0.2899,0.1801,0.5816,0.1014,0.2308,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,9,RandomForest,SMOTE,BestFirst,3,0.5323,0.1052,0.1757,0.5790,0.0861,0.1256,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,9,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1767,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,9,RandomForest,SMOTE,InfoGain,2,0.3000,0.1598,0.2085,0.7384,0.1719,0.3018,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,9,RandomForest,SMOTE,InfoGain,3,0.5089,0.0727,0.1272,0.6049,0.0572,0.1084,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,9,RandomForest,SMOTE,InfoGain,4,0.1290,0.1830,0.1513,0.5853,0.0497,0.3264,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,10,RandomForest,NoSampling,NoSelection,2,0.4737,0.0533,0.0957,0.7826,0.0840,0.2840,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,10,RandomForest,NoSampling,NoSelection,3,0.6000,0.0096,0.0188,0.6470,0.0096,0.1161,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,10,RandomForest,NoSampling,NoSelection,4,0.3064,0.1102,0.1621,0.6380,0.1196,0.2453,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,10,RandomForest,NoSampling,BestFirst,2,0.2857,0.0355,0.0632,0.6646,0.0498,0.2426,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,10,RandomForest,NoSampling,BestFirst,3,0.7045,0.0198,0.0385,0.6024,0.0226,0.1078,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,10,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1871,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,10,RandomForest,NoSampling,InfoGain,2,0.5000,0.0651,0.1152,0.7735,0.1020,0.3491,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,10,RandomForest,NoSampling,InfoGain,3,0.8000,0.0204,0.0398,0.6446,0.0254,0.1110,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,10,RandomForest,NoSampling,InfoGain,4,0.2957,0.1143,0.1649,0.6358,0.1202,0.2474,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,10,RandomForest,SMOTE,NoSelection,2,0.3010,0.1834,0.2279,0.7396,0.1889,0.2663,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,10,RandomForest,SMOTE,NoSelection,3,0.5160,0.0721,0.1265,0.5931,0.0579,0.1122,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,10,RandomForest,SMOTE,NoSelection,4,0.1364,0.1954,0.1607,0.5962,0.0597,0.3098,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,10,RandomForest,SMOTE,BestFirst,2,0.1067,0.2071,0.1408,0.5687,0.0621,0.2130,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,10,RandomForest,SMOTE,BestFirst,3,0.5548,0.1097,0.1832,0.5786,0.0943,0.1276,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,10,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1767,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,10,RandomForest,SMOTE,InfoGain,2,0.3364,0.2189,0.2652,0.7537,0.2265,0.3373,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,10,RandomForest,SMOTE,InfoGain,3,0.5268,0.0753,0.1317,0.6032,0.0620,0.1110,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,10,RandomForest,SMOTE,InfoGain,4,0.1315,0.1830,0.1530,0.5951,0.0526,0.3056,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
